,Date,Price,Proteus2,Food Price Index,Cereals Price Index,Wheat Futures,Harvest,Sentiment
0,2016-12-01,-0.1798070511748221,0.17548623315916623,0.31992962450689677,-0.010208662306412486,-0.16381556575883116,0.5075051065489447,1.0
1,2016-11-01,-0.19134962571489333,0.22154858904344366,0.3098982475057772,-0.053090013296855476,-0.19793487531706855,0.5090682787955438,1.0
2,2016-10-01,-0.2129716818296853,0.2680739050835734,0.27901415649419237,-0.07276906846682263,-0.22390580425864193,0.5106558455499948,1.0
3,2016-09-01,-0.27093951385315085,0.31207106911462157,0.24618693221616783,-0.12095729071771577,-0.27953568522193795,0.5121656219654056,1.0
4,2016-08-01,-0.3035993232696823,0.3564842167082487,0.17615768519906938,-0.08228564976888131,-0.33278871214329664,0.5136985092897937,1.0
5,2016-07-01,-0.3377520859687284,0.3998407244548394,0.03737504983124795,-0.08983003216617014,-0.3547557293339523,0.5152039890725131,1.0
6,2016-06-01,-0.3086239294957822,0.44080321004902645,0.03999566102026053,-0.029394074336426823,-0.2859925895407527,0.5166350508000919,1.0
7,2016-05-01,-0.36621456712331957,0.4821134971666803,-0.1338761630777281,-0.14120308777380808,-0.3165946947399956,0.5180873480746921,1.0
8,2016-04-01,-0.35110440288642153,0.5211169271217384,-0.2278978188094447,-0.23929303261009738,-0.3157827258668747,0.5194674231126395,1.0
9,2016-03-01,-0.34364421924316724,0.5604247198807979,-0.33851712078031604,-0.3211007335702436,-0.3298856773665314,0.5208675304034542,1.0
10,2016-02-01,-0.3796327297434233,0.5962901809286356,-0.42572501160986154,-0.3293555334450734,-0.4217959812179424,0.52215363629213,1.0
11,2016-01-01,-0.3577552484436517,0.6336709640152638,-0.5100372830611201,-0.35294706007799714,-0.40638488167516984,0.5235033774240279,1.0
12,2015-12-01,-0.39173753104620757,0.6668502849270082,-0.5934744777538734,-0.4251647767963741,-0.42170534559462125,-0.053233906831501754,-1.0
13,2015-11-01,-0.4244478874873985,0.7011562258742803,-0.5931376268658908,-0.42729141423690387,-0.4687843249063993,-0.05197670196075943,-1.0
14,2015-10-01,-0.3931617903789655,0.7356644252905313,-0.5109241562331059,-0.42717437377369627,-0.4331625147796697,-0.050702323921697934,-1.0
15,2015-09-01,-0.4299261227733647,0.7681590688575235,-0.5950291758430719,-0.4819064209807862,-0.49346135743621244,-0.04949275183763391,-1.0
16,2015-08-01,-0.46847388910419285,0.8008174574493243,-0.5972173619018435,-0.4754552776843559,-0.5350477699644633,-0.048267098082639515,-1.0
17,2015-07-01,-0.36605365425023706,0.8325525354774239,-0.4469127588396564,-0.3315390450856739,-0.40516630877056403,-0.047065825483644574,-1.0
18,2015-06-01,-0.36137535178363867,0.8623954234192253,-0.43843583153556187,-0.40985418884744174,-0.42424389931002926,-0.04592627628257662,-1.0
19,2015-05-01,-0.44436281308371817,0.8923466384404379,-0.44635323112033,-0.4575603449036685,-0.4891203192903768,-0.0447722310457056,-1.0
20,2015-04-01,-0.42110254772129063,0.9204843652160626,-0.48139950077585936,-0.41891729563052993,-0.5116299393611923,-0.04367790548975714,-1.0
21,2015-03-01,-0.3785676374381586,0.9486954435007304,-0.46722212559161735,-0.41088817097077646,-0.47263896222499024,-0.042570095090677995,-1.0
22,2015-02-01,-0.38353100003978613,0.9734304054879226,-0.36818161759177015,-0.37880200256414953,-0.49354672457987747,-0.041589367975596425,-1.0
23,2015-01-01,-0.3431472941363236,1.0,-0.291001415492813,-0.2986247240701234,-0.4323599445951952,-0.04052533227285526,-1.0
24,2014-12-01,-0.206965621694033,-1.0,-0.5491301754177759,-0.4532964557196889,-0.28700246438133836,-0.09672966972162833,1.0
25,2014-11-01,-0.2727616344225975,-0.9759012234203734,-0.45336389817383027,-0.5076406409755405,-0.4140046168121043,-0.09574315956838408,1.0
26,2014-10-01,-0.23615486359277327,-0.9518096067850482,-0.4271478952761497,-0.5501066817856408,-0.46287355707336875,-0.09474552996651786,1.0
27,2014-09-01,-0.31421410984260234,-0.9292689268134926,-0.4446790350640579,-0.5841943730262615,-0.536527993729505,-0.09380090530146434,1.0
28,2014-08-01,-0.2955909512953564,-0.9067654802046707,-0.32268929144182357,-0.5380459801501714,-0.42100142033338994,-0.09284606110856197,1.0
29,2014-07-01,-0.25449049684011615,-0.8850523791638719,-0.21224315770782765,-0.5147384641885258,-0.40154652746826436,-0.09191257995480351,1.0
30,2014-06-01,-0.15426590121797767,-0.8647815782430359,-0.11694634030151174,-0.38654532033957756,-0.2167906390957799,-0.09102931011600923,1.0
31,2014-05-01,0.011929865842196685,-0.844590699411174,-0.058324371701169,-0.2605328762044392,-0.06100279819046994,-0.09013711744927011,1.0
32,2014-04-01,-0.03295187972215663,-0.8257718588843089,-0.064097571083919,-0.27001442498974126,-0.14017669080556527,-0.0892933239571092,1.0
33,2014-03-01,-0.07879958608997395,-0.8070594759910451,-0.05322938330242233,-0.2863596062976178,-0.1957790860518155,-0.08844142725305715,1.0
34,2014-02-01,-0.26463294043605534,-0.7907896945588093,-0.2043671264570065,-0.4232814474074479,-0.42008564104583446,-0.08768925385572901,1.0
35,2014-01-01,-0.3633750291003579,-0.7734657330270114,-0.30280793500559045,-0.4925269948935468,-0.5271024339434561,-0.08687538769012804,1.0
36,2013-12-01,-0.3003042227463215,-0.31032984650947415,-0.29807736538100693,-0.5234092363012681,-0.4398958014593217,0.15842968599681706,1.0
37,2013-11-01,-0.2196747822938213,-0.2949231804965835,-0.2923085079644244,-0.5320718307588017,-0.3459599265717225,0.15917989100548136,1.0
38,2013-10-01,-0.13650412551319124,-0.27968259104791293,-0.2985131641414198,-0.5263252511446916,-0.2332316688273115,0.15993630806216763,1.0
39,2013-09-01,-0.2663132570112471,-0.2655808208708875,-0.3980084903391906,-0.578521949878259,-0.36300962510355206,0.16065037488112965,1.0
40,2013-08-01,-0.2573353356436907,-0.2516667606507733,-0.41517674133089333,-0.5338209525541506,-0.3951307145247849,0.16136994540395588,1.0
41,2013-07-01,-0.2851680813492924,-0.23841008100300387,-0.35790104821606505,-0.3871814061053215,-0.404161490988,0.16207117100449486,1.0
42,2013-06-01,-0.23320203010603635,-0.22619631330222056,-0.25464360036457145,-0.23966622828787754,-0.38370148798065784,0.16273255105393303,1.0
43,2013-05-01,-0.1967468575834629,-0.2142002150654445,-0.21657179477290556,-0.19077073744650108,-0.29018711150673226,0.1633984270425568,1.0
44,2013-04-01,-0.23228364788261635,-0.20318520698642628,-0.19405487030917523,-0.23058438482287702,-0.30174625991577886,0.16402607804384983,1.0
45,2013-03-01,-0.2399153486632144,-0.1924059638903014,-0.19980784122140194,-0.12631838509603333,-0.3173279312390028,0.1646575969448898,1.0
46,2013-02-01,-0.2143728043491624,-0.18318731279883926,-0.18806716607363627,-0.08217838345956019,-0.25467372276154443,0.16521331355918956,1.0
47,2013-01-01,-0.10923592481581401,-0.1735434286530495,-0.18852822360536425,-0.023920923094272406,-0.13501050160210093,0.16581254607966622,1.0
48,2012-12-01,-0.04498269773810415,0.22893767505346552,-0.23345928866138843,-0.016923794208827614,-0.06402251079248844,0.46177423824505137,1.0
49,2012-11-01,0.031944735397430035,0.2371672843005297,-0.20800445764425224,0.023751235867627507,0.04785209109829913,0.46232252768205573,1.0
50,2012-10-01,0.025889047377158914,0.24512240215681413,-0.19436169093995814,-0.024692227396374777,0.059145866547093195,0.4628732680855776,1.0
51,2012-09-01,0.014644597606789711,0.2523003163402189,-0.1513727169375244,-0.02065957122874218,0.04436405159862744,0.4633911666313668,1.0
52,2012-08-01,-0.04076841824166688,0.2591905457658965,-0.2226408539637279,-0.016194536966306128,0.0022075900999964926,0.46391099937613345,1.0
53,2012-07-01,-0.099165071407612,0.26555635961490465,-0.26873635271045027,-0.08658946314949156,-0.07521261247888134,0.46441550531546905,1.0
54,2012-06-01,-0.47204988391971414,0.2712281478965417,-0.5027965003865258,-0.48391092451765616,-0.5658136758211507,0.4648893851484701,1.0
55,2012-05-01,-0.5255290534697834,0.27659502113250634,-0.3879204892402971,-0.46610216008955885,-0.5989863504783244,0.46536448035099376,1.0
56,2012-04-01,-0.5207914186801683,0.2813212505645841,-0.18644251422283087,-0.4053636807360791,-0.6373233287336223,0.4658103784343377,1.0
57,2012-03-01,-0.4345943039995622,0.28573290945784446,-0.13605479523314545,-0.3747761905328578,-0.5322376796488142,0.4662570554243821,1.0
58,2012-02-01,-0.4212919880296152,0.2894354264576784,-0.14673337716231816,-0.36258575525557446,-0.5373558833856429,0.46666217941933796,1.0
59,2012-01-01,-0.4121536577547107,0.29295018716954835,-0.2551508498209073,-0.4441377549301986,-0.5276232237632723,0.4670818723206034,1.0
60,2011-12-01,-0.4580666397939722,0.5338663169685305,-0.29745849238632793,-0.522853242643498,-0.5961505465101387,-0.13261522192825714,
61,2011-11-01,-0.4059170535608758,0.5364204920160176,-0.14671684507283167,-0.38440444222463777,-0.5594203754211611,-0.1322348702272642,
62,2011-10-01,-0.388382452398384,0.5386421733437701,-0.155213389924306,-0.33261327555608633,-0.4611279579153804,-0.13185468791128907,
63,2011-09-01,-0.2279913807911994,0.5403985478005533,0.021095183728320865,-0.17443797218639168,-0.3068891498508548,-0.13149896405699946,
64,2011-08-01,-0.18382339168833484,0.5418176983197458,0.12015892748047352,-0.07934550408189567,-0.1754487539543339,-0.13114373425378567,
65,2011-07-01,-0.34562321281115693,0.5428457625456067,0.1336424674211394,-0.1675855088963526,-0.35338172511634836,-0.13080080487033385,
66,2011-06-01,-0.19276365110914073,0.5434789339122863,0.2048011240244303,-0.022278445246981193,-0.2242259546832277,-0.1304804079239965,
67,2011-05-01,-0.025061233596443744,0.5437704151471567,0.21923457998985652,0.06232114933732302,0.05571938083796146,-0.13016093413136087,
68,2011-04-01,-0.008023979954548177,0.5437119221372293,0.27080501658398903,0.0835599950197441,0.07087431260165755,-0.1298627558901696,
69,2011-03-01,-0.17845885566440123,0.543310546651445,0.20008619967443408,-0.0430719443087042,-0.0819769428193553,-0.12956574516401864,
70,2011-02-01,-0.011931075910303401,0.5426594601210208,0.3299070306350429,0.08929731022361054,0.11444705111370146,-0.12930696958688703,
71,2011-01-01,-0.13458539349031973,0.5416295438288317,0.19447250377023706,-0.04364314429586735,0.023804629514184272,-0.1290307411881053,
72,2010-12-01,-0.20086816634814786,0.5287642211194472,0.5677269005236207,0.17957186851422424,-0.13324820471301213,0.337819912515656,1.0
73,2010-11-01,-0.4023845770472786,0.5271755978352521,0.36319938273918084,0.014187591296589641,-0.357280456838325,0.3380672220088341,1.0
74,2010-10-01,-0.39877744410351623,0.5252472079525734,0.2044671689386497,-0.02102593504835515,-0.34746926117721777,0.33831289681428545,1.0
75,2010-09-01,-0.31920469667501505,0.5231139848498803,-0.027941489008168507,-0.12445081461870355,-0.33647237539772923,0.33854132575924734,1.0
76,2010-08-01,-0.4946171144249184,0.5206447049565885,-0.2842208296147474,-0.42283551629636507,-0.40620429916155354,0.3387679869270419,1.0
77,2010-07-01,-0.8326863781994203,0.5179173037656435,-0.5892778599732496,-0.8316069725366986,-0.7296503376315644,0.33898536579193084,1.0
78,2010-06-01,-1.0,0.515042754147321,-0.7508377982277512,-1.0,-1.0,0.3391871358856764,1.0
79,2010-05-01,-0.9098718856609976,0.511840410763329,-0.7190168886838939,-0.9251119966595264,-0.9693133970275005,0.3393869980348523,1.0
80,2010-04-01,-0.8763467296200401,0.5085273975406115,-0.6830953938054225,-0.9138157313569574,-0.9621117025407119,0.3395722967219401,1.0
81,2010-03-01,-0.8443164467511106,0.5048938382339117,-0.6915102195422528,-0.8783479814421964,-0.9710534912839094,0.33975563467973546,1.0
82,2010-02-01,-0.821764081004178,0.5014376461154284,-0.5737133735164694,-0.8176209528979203,-0.9188406814566019,0.33991433221481837,1.0
83,2010-01-01,-0.7757402927016325,0.4974286084134545,-0.45846543959516084,-0.7038193298331965,-0.8738625187894407,0.3400826320031327,1.0
84,2009-12-01,-0.7214246364952861,0.6747115568843527,-0.32646524729957505,-0.5920787258993404,-0.8413230247405101,0.3653205757519118,-1.0
85,2009-11-01,-0.6775160830429376,0.670495189069388,-0.39129572392824674,-0.6052731436035417,-0.7936910344142933,0.3654692326101936,-1.0
86,2009-10-01,-0.7572391079516902,0.6659822835705465,-0.5496254448514538,-0.6979536794351443,-0.8456655803571821,0.3656159357971376,-1.0
87,2009-09-01,-0.8180836800391037,0.661474516709283,-0.6097113082574009,-0.7836616264418031,-0.9516217690335474,0.365751459405691,-1.0
88,2009-08-01,-0.7051087609166786,0.6566823619977784,-0.5788451720442619,-0.7226699844363591,-0.8318857717398107,0.3658850878300819,-1.0
89,2009-07-01,-0.6146286354933544,0.6517650509842987,-0.6788180580335677,-0.6472856709544226,-0.7153711492877489,0.3660124520684236,-1.0
90,2009-06-01,-0.42282972524989804,0.6468978341818836,-0.5535378649245535,-0.42832377969774504,-0.550555366075439,0.3661299848824964,-1.0
91,2009-05-01,-0.40035842472034155,0.6417672217733006,-0.5381352397329104,-0.4066480903546914,-0.4372879097168685,0.36624577128022917,-1.0
92,2009-04-01,-0.5251885347270162,0.6367147421386965,-0.7811658459841717,-0.521798330415719,-0.6169057451610958,0.36635257998613224,-1.0
93,2009-03-01,-0.5006304478769986,0.6314145546053556,-0.9045387849566099,-0.5326570475477868,-0.6181608681681892,0.3664577810675884,-1.0
94,2009-02-01,-0.5117391115191356,0.6265673071129927,-0.881658407088875,-0.5209971821797366,-0.6115965262591545,0.36654849749534657,-1.0
95,2009-01-01,-0.4129974033362256,0.6211447035955082,-0.7708664300205302,-0.4301376559915322,-0.4717370984960133,0.36664440456520864,-1.0
96,2008-12-01,-0.4948655609847026,0.49644479558584553,-1.0,-0.6877752472848839,-0.576188848337341,0.9992303126713118,-1.0
97,2008-11-01,-0.44101491388766045,0.4911157370410082,-0.8400425620125904,-0.6558594199715967,-0.594876199730532,0.999314706467616,-1.0
98,2008-10-01,-0.40073582298874766,0.48558387152027827,-0.5030363486856462,-0.4371941042023265,-0.4976093918332971,0.9993979739280681,-1.0
99,2008-09-01,-0.0666953674440498,0.48021661470135757,0.12056180201471811,0.042724845760655494,-0.09154357507928068,0.9994749817731321,-1.0
100,2008-08-01,0.14254783503227775,0.4746671407659082,0.4703477303638697,0.3135686157078976,0.1867184026358193,0.9995511133461354,-1.0
101,2008-07-01,0.14326842960323094,0.4691254755241616,0.8490597504081576,0.5963562915855354,0.18104705603580684,0.9996239988499458,-1.0
102,2008-06-01,0.25091261944343546,0.46378064533856356,0.9609881355152141,0.8859025787127628,0.33255386313841306,0.9996916839572647,-1.0
103,2008-05-01,0.2156445955277937,0.45828731949966395,0.8810804518167223,0.8367820851462477,0.19696906217785237,0.999758930495571,-1.0
104,2008-04-01,0.41459405533659943,0.45301042725407936,0.9114464972805087,0.9711016377252775,0.44695695736204377,0.9998216387932068,-1.0
105,2008-03-01,1.0,0.4476091670883655,1.0,1.0,0.9908911173695925,0.9998842388903404,-1.0
106,2008-02-01,0.8262620533136675,0.4426136829240004,0.8579855828025109,0.9573766666172325,1.0,0.999941001921508,-1.0
107,2008-01-01,0.4441835024709748,0.4373456360679371,0.5575353850985665,0.5176497426750497,0.5862238334650218,1.0,-1.0
108,2007-12-01,0.4571706700527347,0.08072747658982826,0.7040337770733669,0.5657403151796361,0.569164276058935,-0.008225610785061677,-1.0
109,2007-11-01,0.19110300823295545,0.0758039645828481,0.55496367382125,0.30479422145745927,0.22630943046208918,-0.008171125084921904,-1.0
110,2007-10-01,0.31503342162340386,0.07082234262893028,0.4517797227648468,0.32716028194677804,0.325260575819458,-0.008115785084175764,-1.0
111,2007-09-01,0.2750781103911031,0.06611452682081631,0.36040902945819364,0.23837924303910607,0.35922117310167767,-0.008062922290765218,-1.0
112,2007-08-01,-0.09147265632164392,0.06137765407422546,0.11818070621167531,-0.11606525509106569,-0.12205159471821136,-0.008008763031472688,-1.0
113,2007-07-01,-0.2290484976341245,0.05678191930467902,-0.01733171434571612,-0.2819529675083119,-0.25047324634131507,-0.007954823455703863,-1.0
114,2007-06-01,-0.3262566826152782,0.05247945294155465,-0.17795524897286696,-0.3375462249727129,-0.3613923525512619,-0.007902591595202346,-1.0
115,2007-05-01,-0.4780325489611189,0.0481944151969016,-0.37057976121428204,-0.45384041768102656,-0.5666172728364116,-0.007848335838943954,-1.0
116,2007-04-01,-0.44455305875355666,0.044213781246743133,-0.4612764856531826,-0.4763511860048085,-0.5423554618696591,-0.007795317743613639,-1.0
117,2007-03-01,-0.4186941076737176,0.04028316679733179,-0.5593875854581949,-0.4276345364624575,-0.5270854421937745,-0.00773975328253218,-1.0
118,2007-02-01,-0.40701614380289863,0.036901838671582476,-0.5897316059194386,-0.3992614321595732,-0.4959713234251095,-0.007688674552380759,-1.0
119,2007-01-01,-0.398114261287398,0.03335562638195788,-0.6343517528736313,-0.4305978115896535,-0.48557887621228357,-0.007630900049699796,-1.0
120,2006-12-01,-0.33950457323672634,-0.2311348698681167,-0.3878622025024109,-0.27814339572856683,-0.43284232769034403,-0.5535841372389082,1.0
121,2006-11-01,-0.3069066545273781,-0.23413681417081555,-0.4165818101932983,-0.26519877398227043,-0.37821399434859293,-0.5535250412369006,1.0
122,2006-10-01,-0.303519004974774,-0.23700199576467296,-0.5101169250808064,-0.39310763922222935,-0.35195956588598554,-0.5534619678200052,1.0
123,2006-09-01,-0.34770970174087523,-0.23953504309630325,-0.5796714759350123,-0.5686543413182996,-0.4783099138421958,-0.5533987474262393,1.0
124,2006-08-01,-0.37600597584051954,-0.24189383468488357,-0.5623967590216483,-0.6282574805445946,-0.49031556078464,-0.5533309158756936,1.0
125,2006-07-01,-0.29197872131818026,-0.24397852330074432,-0.5409612385093456,-0.6077760925917768,-0.38509443945366295,-0.5532602858918163,1.0
126,2006-06-01,-0.33860274817738034,-0.2457243446129076,-0.6021400738128108,-0.6467337983685553,-0.40943199444024825,-0.5531890283742227,1.0
127,2006-05-01,-0.3360204928099271,-0.24723669540592508,-0.5847026007343721,-0.6310310619268942,-0.3645698924148665,-0.553112143334751,1.0
128,2006-04-01,-0.40432190561880776,-0.24840748353291653,-0.6212051856952274,-0.6842043335006742,-0.4936137428910138,-0.5530343522838417,1.0
129,2006-03-01,-0.4363677863762161,-0.24930377023274863,-0.6159916357196469,-0.7015836609673438,-0.5240670292890093,-0.5529502196644429,1.0
130,2006-02-01,-0.40071992825678193,-0.24983012897965695,-0.5472667280620616,-0.6639795424777242,-0.48593355531207405,-0.5528707433006361,1.0
131,2006-01-01,-0.46253031771367403,-0.25008895110857465,-0.5748002285938447,-0.702686364417276,-0.5837337828946193,-0.5527786564817503,1.0
132,2005-12-01,-0.46523418787549664,-0.15792580891229402,-0.4670629241535458,-0.6802111153311707,-0.6152984109601767,0.11086398019475663,1.0
133,2005-11-01,-0.4603843730386552,-0.15749113170980544,-0.4788838159078508,-0.6889416023682875,-0.6235885638035825,0.11096207607155106,1.0
134,2005-10-01,-0.4040959767644229,-0.1566743173493309,-0.4285269461118205,-0.633653696579231,-0.5693635257019704,0.11106841879661111,1.0
135,2005-09-01,-0.4342378351679783,-0.15551754240356497,-0.4567545343002082,-0.6331414897136118,-0.6000546170955948,0.11117638636365212,1.0
136,2005-08-01,-0.4836607867557585,-0.15393269723986658,-0.4761027281453777,-0.6346023577894595,-0.624201509893912,0.11129342609746673,1.0
137,2005-07-01,-0.5199956541546165,-0.15194078410777045,-0.458586357659979,-0.6126172495371232,-0.6223247586270917,0.11141628238146928,1.0
138,2005-06-01,-0.5203403064927832,-0.14961490656806298,-0.44999471336159413,-0.6265712146467112,-0.6349441136781933,0.1115409551290727,1.0
139,2005-05-01,-0.4828088188489301,-0.1467890148151768,-0.46943616594651116,-0.6331079200402809,-0.6157403247318205,0.11167600534377398,1.0
140,2005-04-01,-0.4894739745677368,-0.1436349033180917,-0.48141883115115647,-0.6143324010065201,-0.6156929265285335,0.11181295892318133,1.0
141,2005-03-01,-0.42638600525821146,-0.1399313066740765,-0.38619260268596045,-0.5457539856140113,-0.5212607059051366,0.11196119559291318,1.0
142,2005-02-01,-0.4340620951589692,-0.13618864582796397,-0.4242538499707882,-0.5658747397599166,-0.5473117765433062,0.11210116652509972,1.0
143,2005-01-01,-0.40463692414443975,-0.13159452220190038,-0.42751890873146925,-0.5470731563528641,-0.556400226113789,0.1122631015522062,1.0
144,2004-12-01,-0.3768301565804508,0.19584983224147368,-0.29969818173984386,-0.48131865557599596,-0.5155668738183785,0.23272875165146778,
145,2004-11-01,-0.35414198619508497,0.20123618475005278,-0.29150455065593106,-0.48215136381941526,-0.4898406846820311,0.23290023697596784,
146,2004-10-01,-0.3824674256682786,0.20730055065913366,-0.2991103205522989,-0.48743400762062106,-0.49687974150027314,0.23308538490120956,
147,2004-09-01,-0.37567795056667963,0.21366220168319905,-0.2542038658776965,-0.4556397482404475,-0.46887971599661704,0.2332724892144431,
148,2004-08-01,-0.416480045528838,0.22075623919345078,-0.27020314850923444,-0.4683759217608795,-0.5014421481649278,0.23347427302354262,
149,2004-07-01,-0.360648218696187,0.22839030966777796,-0.2002390927668417,-0.41063725443828925,-0.4114938121632884,0.2336848914996872,
150,2004-06-01,-0.3300541311052714,0.23630293986025963,-0.15155118858844208,-0.24043032209636495,-0.3662164580101187,0.2338973690502193,
151,2004-05-01,-0.27064727805208466,0.24503262975332074,-0.11871470492934355,-0.15956214665205382,-0.2943672370464343,0.2341261203321663,
152,2004-04-01,-0.23331594689589952,0.25402669467538863,-0.0579753568688719,-0.1075912004701699,-0.26583053957483394,0.23435662601299034,
153,2004-03-01,-0.23128918692643818,0.2638957302575289,-0.06639356763412885,-0.1449886551548769,-0.27014199160345775,0.23460450262507115,
154,2004-02-01,-0.2570632830473706,0.2736671878127721,-0.1254373714914303,-0.16218363796120894,-0.28562086949518506,0.2348455256223836,
155,2004-01-01,-0.217309408412528,0.2846995481956005,-0.14234354559313156,-0.16707992081234802,-0.24300956558296893,0.23511318228596112,
156,2003-12-01,-0.18977793687090216,0.344934516674233,-0.003657916211673662,-0.06621428760860482,-0.252067028979996,0.6575481715512033,1.0
157,2003-11-01,-0.22937885522536583,0.356807396458104,-0.021524351514739304,-0.0814185636317647,-0.2528769958067958,0.6578277784193856,1.0
158,2003-10-01,-0.3140167381106872,0.36970568602933773,-0.07581797969111892,-0.19549369554769702,-0.33979418082463164,0.6581276295127627,1.0
159,2003-09-01,-0.29972787791289046,0.3828077588016412,-0.13911138126420608,-0.1853162228802372,-0.33220223527492354,0.6584286184141899,1.0
160,2003-08-01,-0.2717076765741838,0.3969980775960984,-0.17737621628692224,-0.19393604426452538,-0.286563037585561,0.6587510605374192,1.0
161,2003-07-01,-0.3876860721776435,0.4118617586379667,-0.20354177507526772,-0.28531901209615984,-0.3844947453936586,0.6590853637133631,1.0
162,2003-06-01,-0.3713924210359546,0.4268977333903532,-0.22231462900927157,-0.2406632116388725,-0.38976360385362563,0.6594204176569249,1.0
163,2003-05-01,-0.2951474291168801,0.44311939147300783,-0.19150664741720036,-0.21721252969546012,-0.30557611079837443,0.6597788087846661,1.0
164,2003-04-01,-0.31423848702981616,0.4594906954279301,-0.21068904075496908,-0.26034069237999724,-0.3574358831443605,0.6601376539030308,1.0
165,2003-03-01,-0.2932426043190063,0.4771140568217136,-0.19261469437048628,-0.24931503318058168,-0.3149925377639592,0.660521125506901,1.0
166,2003-02-01,-0.23711553273204622,0.4936582940229397,-0.12730462789140207,-0.2017225260112976,-0.2526213581702511,0.6608787620810417,1.0
167,2003-01-01,-0.24119813056013661,0.5126790005427018,-0.13837157891879126,-0.18899328651706393,-0.260777808244841,0.6612874360954806,1.0
168,2002-12-01,-0.16717484378731862,0.5942754509145645,0.01426451430100295,-0.03525365456285667,-0.15207731721584028,-1.0,1.0
169,2002-11-01,-0.07667257878416078,0.6141342644386734,0.06362905591485801,0.0707725151831533,-0.040721420273770126,-0.9995781303202668,1.0
